created_at,id_str,source,text,in_reply_to_status_id_str,user.id_str,user.created_at,user.name,user.screen_name,user.description,user.location,user.verified,user.followers_count,user.friends_count,user.statuses_count,user.listed_count,user.favourites_count,retweet_count,favorite_count,favorited,retweeted,lang,coordinates,keyword,source
2023-02-28 06:03:39,1630448627465486336,Twitter for Android,@CWBChicago Good thing the safe-t act is helping... the criminals @GovPritzker,1630192283642470400,1421556614461599750,2021-07-31 19:41:43,Memo Salgado,LSalga2,Cur Deus Homo. Simul Justus  et Pecattor. God bless 🇺🇸. 2A,,False,49,152,2065,0,3597,0,1,False,False,en,,Safe-T,twitter
2023-02-28 05:55:16,1630446515234697217,Twitter Web App,Illinois AG Raoul sends final appeal to Illinois Supreme Court to eliminate cash bail via the SAFE-T Act https://t.co/RdQoHPIrMz,,44329534,2009-06-03 09:50:17,Adrian Holman,ahol888,Coolest dwarf in the world.  Expert on the topic of mediocrity.,"Plainfield, IL",False,5918,6504,61586,106,4941,0,0,False,False,en,,Safe-T,twitter
2023-02-28 04:20:56,1630422775377670146,SocialFlow,Illinois attorney general files final SAFE-T Act appeal brief https://t.co/C2WpwXkXje https://t.co/gAb9o6auwr,,73127403,2009-09-10 14:24:30,Eyewitness News WTVO/WQRF,MyStateline,"Website of WTVO-TV and WQRF-TV in Rockford, Illinois - bringing you news, weather and sports headlines.  Serving Northern Illinois and Southern Wisconsin.","Rockford, Illinois",True,13467,317,88410,314,438,0,0,False,False,en,,Safe-T,twitter
2023-02-28 03:38:09,1630412008670593026,Twitter Web App,@GeneRoyChicago @CPD1617Scanner The Safe-T act will further exacerbate this problem by allowing for credit for time… https://t.co/0bnHGzGoLH,1630273017887576065,1383854702136160261,2021-04-18 18:47:37,Richard E Hagen 🇺🇸,RichardEHagen1,"Live and work in Chicago, trying to make the World a better place.","Chicago, Illinois, USA",False,326,64,12773,13,16872,0,0,False,False,en,,Safe-T,twitter
2023-02-28 03:17:13,1630406741601943552,Twitter for iPhone,Illinois AG pushes back on bail reform challenge from prosecutors in final SAFE-T Act appeal brief before argument… https://t.co/U00jO7GaQU,,1421692673195393024,2021-08-01 04:47:50,What a great burden your long discourses are,GrumblesMotion,"Newbie public defender (license pending)• Always abolitionist. My ❤️ is with the accused, the incarcerated, & the convicted.",Middle West ,False,3619,2530,17807,11,38397,0,0,False,False,en,,Safe-T,twitter
2023-02-28 02:18:43,1630392020891049986,dlvr.it,DH: Illinois Supreme Court to hear arguments March 14 on SAFE-T Act https://t.co/lMTqw3aL0Q,,799401248,2012-09-03 01:42:59,Chicago Alive,ChicagoAlive,Helping you find all the great websites to fully enjoy the Chicagoland area.,Illinois,False,953,0,586417,140,0,0,0,False,False,en,,Safe-T,twitter
2023-02-28 01:08:56,1630374457280790528,PulpNews,#Illinois Supreme Court to hear arguments March 14 on SAFE-T Act - Feb 27 @ 8:05 PM ET https://t.co/ZzjX5MCuW1,,100986964,2010-01-01 14:32:20,PulpNews Crime,PulpNews,The Fastest Crime News Updates on the Planet!,USA,False,5471,895,4197627,1003,83,0,0,False,False,en,,Safe-T,twitter
2023-02-28 00:59:05,1630371980959444992,SocialFlow,Illinois Supreme Court to Hear Arguments on SAFE-T Act as Attorney General Attacks Arguments Against it https://t.co/PeGQls6X8M,,14957318,2008-05-30 19:27:34,NBC Chicago,nbcchicago,"Thank you for stopping by @NBCChicago - the place to go for exclusive local stories, the latest breaking news, weather updates and more.","Chicago, IL",True,498995,1442,305072,4338,121,1,1,False,False,en,,Safe-T,twitter
2023-02-27 23:58:33,1630356746228371456,dlvr.it,"Illinois Supreme Court to hear arguments March 14 on SAFE-T Act, @suntimes reports https://t.co/ys2ALgrpEU",,8960722,2007-09-18 22:09:06,Daily Herald,dailyherald,"The Daily Herald covers Chicago suburbs. Big Picture. Local Focus.
https://t.co/qQ07Celfan
https://t.co/QdptKVCQeD
https://t.co/vVv9YZTdQI",Chicago Suburbs,False,48567,511,285512,1277,13685,0,0,False,False,en,,Safe-T,twitter
2023-02-27 23:49:57,1630354582973956104,Twitter for iPhone,"We are going live on Youtube soon🚨

Tune in - link in bio🔗

We will be discussing a new bill that prevents police f… https://t.co/4KuXq75u1H",,1251174438009286658,2020-04-17 15:43:50,ChillinoisPodcast,ChillinoisState,We discuss civil liberties & pressing issues w/ diverse guests & unique perspectives. Tune in to stay informed & engaged on the issues that matter most!,"Chillinois, Illinois",False,571,277,2411,4,1886,0,4,False,False,en,,Safe-T,twitter
2023-02-27 23:08:25,1630344128016838656,Twitter for iPhone,Illinois Supreme Court to hear arguments March 14 on SAFE-T Act as attorney general attacks ‘grab-bag’ of arguments… https://t.co/rVKuVsFFea,,156386898,2010-06-16 20:25:41,Harold Wallin,HaroldWallin,"Attorney with 25 years of experience. Hundreds of cases tried to verdict. Concentrating in criminal, DUI and personal injury. AV rated, AVVO 10/10, SuperLawyer™",Chicago,False,5796,5927,41110,119,186811,0,0,False,False,en,,Safe-T,twitter
2023-02-27 22:33:58,1630335459267162116,SocialFlow,Illinois Supreme Court to Hear Arguments on SAFE-T Act as Attorney General Attacks Arguments Against it https://t.co/vAi3ZDSmtF,,14957318,2008-05-30 19:27:34,NBC Chicago,nbcchicago,"Thank you for stopping by @NBCChicago - the place to go for exclusive local stories, the latest breaking news, weather updates and more.","Chicago, IL",True,498995,1442,305072,4338,121,3,0,False,False,en,,Safe-T,twitter
2023-02-27 22:33:17,1630335286646304768,SocialFlow,Illinois Supreme Court to Hear Arguments on SAFE-T Act as Attorney General Attacks Arguments Against it https://t.co/3nxmBxI1pF,,14957318,2008-05-30 19:27:34,NBC Chicago,nbcchicago,"Thank you for stopping by @NBCChicago - the place to go for exclusive local stories, the latest breaking news, weather updates and more.","Chicago, IL",True,498995,1442,305072,4338,121,1,1,False,False,en,,Safe-T,twitter
2023-02-27 22:24:02,1630332961357807621,dlvr.it,Illinois Supreme Court to Hear Arguments on SAFE-T Act as Attorney General Attacks Arguments Against it https://t.co/WBVsobQGe1,,322922063,2011-06-23 23:43:34,ChicagoMediaX,chicagomediaX,MORE NEWS = https://t.co/26G6pmjeM9 (stringers & scanners) & https://t.co/CuYp4a85Cy (TV&Papers) |  🚨HIGHLIGHTED🚨--not endorsed https://t.co/wEfSjn4sX0 👈,Chicago,False,310,9,118787,13,0,0,0,False,False,en,,Safe-T,twitter
2023-02-27 21:43:53,1630322855979122688,SocialFlow,The Illinois Supreme Court will hear arguments next month on whether the far-reaching SAFE-T Act and its eliminatio… https://t.co/OMNy7VVbhi,,12811952,2008-01-29 02:38:26,Chicago Sun-Times,Suntimes,The hardest-working paper in America.,"Chicago, IL",True,551809,13210,205858,6497,4556,2,3,False,False,en,,Safe-T,twitter
2023-02-27 20:34:10,1630305311402672140,Twitter Web App,Illinois AG pushes back on bail reform challenge from state prosecutors in final SAFE-T Act appeal https://t.co/k02gEpcL4P,,264540951,2011-03-12 02:26:19,Lake County Bar Association,lakecountybar,"The Lake County (IL) Bar Association provides networking, education and support to lawyers, judges, and other allied professionals in Northeast Illinois.","Waukegan, IL, USA",False,423,66,646,6,5,0,0,False,False,en,,Safe-T,twitter
2023-02-27 19:58:47,1630296407377686528,Twitter Web App,Illinois AG pushes back on bail reform challenge from state prosecutors in final SAFE-T Act appeal https://t.co/jjNWQJ12gp @Mabuckley88,,16139049,2008-09-05 02:21:55,Ray Long,RayLong,"Chicago Trib investigative reporter, 40+years govt/pols/scoops: 7 govs, City Hall, 2x Pulitzer Finalist, Obama, Madigan book (see link) rlong@chicagotribune.com",Chicago,True,27375,26883,74657,752,9199,0,1,False,False,en,,Safe-T,twitter
2023-02-27 19:44:32,1630292819129638912,SocialFlow,Illinois AG pushes back on bail reform challenge from prosecutors in final SAFE-T Act appeal brief before arguments https://t.co/6utU99ffNv,,18703718,2009-01-07 00:44:44,Daily Southtown,DailySouthtown,Covering Chicago's South Side and the south and southwest suburbs,"Tinley Park, IL",True,11871,1187,32185,359,61,0,0,False,False,en,,Safe-T,twitter
2023-02-27 19:23:45,1630287589654634497,Twitter Web App,Illinois AG pushes back on bail reform challenge from state prosecutors in final SAFE-T Act appeal https://t.co/C2l9JyhMin,,395570164,2011-10-21 21:42:31,Madeline Buckley,Mabuckley88,Chicago Tribune criminal courts reporter posted @ 26 and Cal. @ctguild chair. Send me your tips: mabuckley@chicagotribune.com.,"Chicago, IL",True,4858,1321,11217,170,1831,2,2,False,False,en,,Safe-T,twitter
2023-02-27 19:09:56,1630284112849260544,IFTTT,Illinois AG pushes back on bail reform challenge from prosecutors in final SAFE-T Act appeal brief before arguments https://t.co/gZK0GpcTS2,,721498809969152000,2016-04-17 00:41:35,RK PR Solutions,rkprsheadlines,Top news from around Illinois,Illinois,False,907,4750,37279,19,2,0,0,False,False,en,,Safe-T,twitter
2023-02-27 19:03:14,1630282425342345217,tGadget,Illinois AG pushes back on bail reform challenge from prosecutors in final SAFE-T Act appeal brief before arguments… https://t.co/kGq3ABb3VC,,1394995672340893697,2021-05-19 12:38:32,Buzzerly,BuzzerlyApp,Buzzerly is your go-to platform for a free speech public square - news as it happens - real time searching. #TwitterAlternative,,False,57,0,64878,3,6,0,0,False,False,en,,Safe-T,twitter
2023-02-27 18:57:06,1630280882601750528,SocialFlow app,Illinois AG pushes back on bail reform challenge from prosecutors in final SAFE-T Act appeal brief before arguments https://t.co/dzGwzmD1qQ,,18915579,2009-01-12 21:08:37,Chicago Breaking News,ChicagoBreaking,"Breaking news since 1847. Here since 2009. Dependable news from the Chicago Tribune & related newspapers. See @chicagotribune, https://t.co/Y6WUAe84nl for more",Chicago,True,203446,1462,126406,2871,160,4,0,False,False,en,,Safe-T,twitter
2023-02-27 18:56:45,1630280794286481410,IFTTT,Illinois AG pushes back on bail reform challenge from prosecutors in final SAFE-T Act appeal brief before arguments  https://t.co/zmFvyLwJ3E,,1174709681576644608,2019-09-19 15:39:57,Niranjan Shah,niranjanshahceo,Born in India. Chicago resident. Chairman/CEO at Globetrotters Engineering Corporation. Passionate about helping my community.,"Chicago, IL",False,34,57,14288,0,7,0,0,False,False,en,,Safe-T,twitter
2023-02-27 17:47:13,1630263295998586880,Twitter Web App,Former RA @JunchenVincent just published an op-ed on the Illinois SAFE-T Act. I have been fortunate to work with Vi… https://t.co/KKN1EBIjDI,,1461055485767946240,2021-11-17 19:36:00,Samantha Guz LCSW,guz_samantha,Doctoral candidate at @UChicagoCrown. Community-engaged mixed methods; public education politics and policy; white femininities; school social work,,False,243,361,70,1,223,0,1,False,False,en,,Safe-T,twitter
2023-02-26 18:22:23,1629909758084874240,Twitter Web App,"@TaylorCaydee1 @SquillMama I get you are trying to be politically correct but at this point, we have to handle thin… https://t.co/hv5SydRjXG",1629905678377598977,1219439080309694464,2020-01-21 01:58:34,Strange and Wonderful,StrangeandWond1,"The CCP are nothing but criminals and thieves. They are killing off their own people. I live in China but they will NEVER find me. Rise up friends, stop them!","Shanghai, CN",False,28,145,1381,0,322,0,1,False,False,en,,Safe-T,twitter
2023-02-26 00:42:14,1629642962828140545,Twitter Web App,"Kacamata Safety-Goggle Safe-T Lg 510Af HREGRRQ

https://t.co/ztAVbTzfTj https://t.co/wcuPDa1zjD",,1584436426640343040,2022-10-24 06:48:10,Justine.FerrylJDhj,ferryljdhj,,,False,22,2,39631,0,0,0,0,False,False,en,,Safe-T,twitter
2023-02-25 16:44:04,1629522629718581255,Twitter for iPad,The Illinois House of Representatives has been extremely productive under Speaker’s Welch’s leadership. They have p… https://t.co/5Mm9nN38iF,1629522627931897857,738290187122397184,2016-06-02 08:44:32,Young Dems of Illinois,YoungDemsOfIL,YDI is the official youth organization for the Democratic Party of Illinois. Our mission is simple: help elect more Democrats. #YoungDemsIL,"Illinois, USA",False,1188,901,1255,13,2844,0,1,False,False,en,,Safe-T,twitter
2023-02-25 16:09:01,1629513809604820996,Twitter Web App,@CPD1617Scanner amend the SAFE-T act so felons are housed in marxist politicians homes and offices.,1629512580740919296,1602380069212770306,2022-12-12 19:09:17,larry e jensen,larryejensen,"demanding accountability from narrative apparatchiks. 

2A absolutist.   
Unapologetically Capitalist.",,False,244,1082,3360,0,8805,0,0,False,False,en,,Safe-T,twitter
2023-02-25 14:36:19,1629490477744508930,Twitter for iPhone,@chicagotribune More proof Pritzker’s Safe-T Act will be a disaster.,1629488926267260928,1602734674287202309,2022-12-13 18:38:36,Chavez Ravine,ChavezRavine64,,,False,99,204,489,1,5724,0,4,False,False,en,,Safe-T,twitter
2023-02-25 13:40:28,1629476423810285568,Twitter Web App,"hand2mind Safe-T Compass, Bullseye Compass, Compass for Geometry, Compass Drawing Tool, Dysgraphia Tools for Kids,… https://t.co/bT8aFQXA44",,1587874004081287170,2022-11-02 18:27:27,Reginald_Koch4lRM,koch4lrm,,,False,6,1,10402,0,0,0,0,False,False,en,,Safe-T,twitter
2023-02-25 04:28:03,1629337402631233536,Twitter for iPhone,@RobertJPeters Safe-T Act disqualifies you from ALL adult conversations. Sit down!,1629280137920356354,1278180001288945664,2020-07-01 04:15:17,Tuffy Farragut III,poindexter_perw,"Short, Fat, Ugly, and Opinionated","Chicago, IL",False,302,801,14050,2,21680,0,14,False,False,en,,Safe-T,twitter
2023-02-25 03:29:29,1629322667630141440,Twitter Web App,"SECURALL MG321 Medical Gas Cylinder Storage Cabinet, 18-Gauge Gal  Steel, 2-Door, Self-Latch, Self-Close Safe-T Doo… https://t.co/vw5AloXK7U",,1575113010560966657,2022-09-28 13:19:53,Eugenia.Green37PoF,green37pof,,,False,1,3,6107,0,0,0,1,False,False,en,,Safe-T,twitter
2023-02-25 00:51:23,1629282879451680768,Twitter for iPhone,@GovPritzker No way the accounts saying “I voted for you” are real accounts. No way any one is dumb enough to actua… https://t.co/N4m5BUEpoO,1628142275703324672,1473315491183792128,2021-12-21 15:32:52,Gregory,GregoryAllen139,,,False,1,8,195,0,16,0,0,False,False,en,,Safe-T,twitter
2023-02-24 19:46:17,1629206096589062147,Twitter Web App,@StevePe62949639 @CWBChicago It will be $0 once the stay is lifted on the inappropriately named Safe-T act.,1629202484588683267,1383854702136160261,2021-04-18 18:47:37,Richard E Hagen 🇺🇸,RichardEHagen1,"Live and work in Chicago, trying to make the World a better place.","Chicago, Illinois, USA",False,326,64,12773,13,16872,0,6,False,False,en,,Safe-T,twitter
2023-02-24 19:40:22,1629204609846616065,Twitter for iPhone,"In response - Democrats in the General Assembly say: “Sheriff Hain doesn’t care about facts, he prefers to spread m… https://t.co/pn2l1ez5RS",,2204137836,2013-11-20 02:52:21,Jake,jakealeahy,tweets periodically about interesting things.,"Chicago, IL",False,1670,999,4049,14,17519,0,0,False,False,en,,Safe-T,twitter
2023-02-24 19:33:34,1629202897408872448,Canva,UPDATE: The Illinois Supreme Court is scheduled to hear oral arguments regarding the elimination of cash bail under… https://t.co/sJZJ3eXNH0,,3426645372,2015-09-02 14:32:40,ILACP,ILPoliceChiefs,"Illinois' Voice of Professional Law Enforcement. Established in 1941, ILACP represents more than 1,460 members from approximately 480 agencies.","Springfield, IL",False,1166,468,1562,36,208,1,1,False,False,en,,Safe-T,twitter
2023-02-24 16:59:38,1629164160113049604,Twitter for iPhone,@SafeSuburbsUSA SA Eric Rhinehart supports the Safe-T more of Cook County lawless is coming outside of Cook County,1628974714889678848,809557464777490432,2016-12-16 00:35:15,Fred Butt,FredButt6,Ag Input Sales and consulting growers in Iroqouis County. When not doing that riding our Ultra somewhere! Or helping Crescent Iroquois Fire where needed.,"Davis Junction, IL",False,1183,471,9059,7,20288,0,6,False,False,en,,Safe-T,twitter
2023-02-24 16:40:06,1629159242115559425,Twitter for Android,@Geno4America @RepJeffries Tell that to elgie Sims! The author of the Safe-T for criminals act,1629097890135130112,1615543332746272768,2023-01-18 02:55:32,Alex Philipose,alex_philipose,,,False,25,149,490,0,2300,0,1,False,False,en,,Safe-T,twitter
2023-02-24 09:00:00,1629043456906600448,Mailchimp,PCFD2023 ... BE PREPARED WITH SAFE-T!!! - https://t.co/qnZzrbJOkz https://t.co/li4HaNAUD3,,2919357995,2014-12-13 10:01:34,PCF,PCFrancorchamps,"Passionnés, amis et membres du PCF.
Club créé en 1994",Francorchamps,False,109,292,343,0,12,0,0,False,False,en,,Safe-T,twitter
2023-02-24 07:32:23,1629021405982478336,Twitter Web App,Illinois Supreme Court to rule on SAFE-T Act on 3/14 https://t.co/MmZnzNiafR,,44329534,2009-06-03 09:50:17,Adrian Holman,ahol888,Coolest dwarf in the world.  Expert on the topic of mediocrity.,"Plainfield, IL",False,5918,6504,61586,106,4941,0,0,False,False,en,,Safe-T,twitter
2023-03-05 22:01:35,1632501638190575618,Twitter Web App,The coming Purge of  the  Privatized  Deep State will bring about substantive oversight and accountability in law e… https://t.co/P860CcPWpG,,1556779163964563456,2022-08-08 23:07:55,V Cab,Covadonga2022,13th century Calatrava Knight misplaced in time.,,False,5,16,87,0,293,0,0,False,False,en,,Purge Law,twitter
2023-03-05 20:07:42,1632472979736088576,Twitter Web App,"@MsBlaireWhite This was God's law from the beginning.  ""The judges shall inquire diligently, and if the witness is… https://t.co/b2R8SZuky3",1632424598602956801,1598462879816204288,2022-12-01 23:44:27,Freedom Loving Patriot,TunTavern0369,,,False,28,103,494,0,1182,0,2,False,False,en,,Purge Law,twitter
2023-03-05 17:56:00,1632439833103593474,Twitter for iPhone,"@dw_subbed And I’ll leave it at this. Michael’s position is purge any and all trans, translite, and trans affiliate… https://t.co/hS8WChNm3l",1632428835898552326,1351739598553149444,2021-01-20 03:53:44,Zeb Boykin,ZebBoykin,"Words Have Meaning.  Husband, Father, Christian, Patriot, 0317, Rule10. #AmericaFirst #PureBlood https://t.co/3qJXn6Ign2",South Carolina,False,59,280,897,0,712,0,0,False,False,en,,Purge Law,twitter
2023-03-05 15:30:00,1632403093236350979,TweetDeck,"Germany to purge Nazi words from law books

The country’s legal code still refers to the 'Reich government'… https://t.co/VdxjITliFT",,64643056,2009-08-11 06:12:45,RT,RT_com,"Freedom over censorship, truth over narrative. On air in 100+ countries. Don’t want your news filtered - find us at https://t.co/cOLF9KBzlq",,True,3070542,686,437317,21364,2167,20,43,False,False,en,,Purge Law,twitter
2023-03-05 13:17:36,1632369771575496704,Twitter Web App,There will always be people that will choose to break the law. But not everyone commits crime just because. Some do… https://t.co/ZSnj6zg0XL,1632369770237444103,1351251724992999432,2021-01-18 19:35:13,Star Quantum,StarQuantum2,"Alt of Star Watcher. Minors DNI, 26 yrs old. Making friends and finding more about what I like. DM's open but replies at night due to work.","Louisburg, NC",False,34,81,1702,1,4862,0,0,False,False,en,,Purge Law,twitter
2023-03-05 13:08:51,1632367570434007040,Twitter for iPhone,@rudeboypsquare If there really is a LAW in this nation NOW is the time to purge INEC,1632283060241682432,1318672238003015689,2020-10-20 21:55:53,DaveChapelleEx’sNewHusband,imkevlar_,😪 if I gave a f**k you’d be pregnant 🤰Child of God / Tech / Artist & Sound Engineer / Manchester United,"New York, USA",False,35,84,5678,1,3710,0,0,False,False,en,,Purge Law,twitter
2023-03-05 11:08:22,1632337251890876416,Twitter Web App,@ArthurM40330824 @barnes_law This is the precursor to ethnic cleansing. THe entire region has gone through waves of… https://t.co/YGxe3uscQ1,1632099127721902082,16208100,2008-09-09 19:18:11,Ariel,ArielRosa,#TyranicalDad #Superstraight #conservative #Male... Not Ciswhatever... We owned the word first.. you Cis Alter your self.,,False,46,258,4287,0,4596,0,0,False,False,en,,Purge Law,twitter
2023-03-05 10:23:08,1632325866909827073,Twitter Web App,https://t.co/ATDagiHONB,,1015245939467014145,2018-07-06 14:47:49,callmefree,callmefree1,,,False,618,1387,117428,4,23352,0,0,False,False,und,,Purge Law,twitter
2023-03-05 09:00:01,1632304951434125313,Twitter Web App,"@SenTedCruz @dnc want people in power that will let them cull, and extort as needed

see @TheJusticeDept 

if you c… https://t.co/lbUC0NLzhe",1632165762826752007,1520706557348134912,2022-05-01 10:08:11,UGH ugh,Uugher7,"""I can not, do not look at the social consequences of what I do""
George Soros when asked why he crashed the pound, and bot.",,False,75,284,8425,3,3556,0,0,False,False,en,,Purge Law,twitter
2023-03-05 07:51:06,1632287606971985921,Twitter Web App,#Germany to purge Nazi words from law books — (to deflect attention away from its support of Nazis in #Ukraine)… https://t.co/uviR3ZGWfo,,32841180,2009-04-18 09:31:25,Peter Mayson,theforeverman,"Anti-Zionist Italophile, living in CT, South Africa, main hobby: ancient Rome",Cape Town,False,3216,4803,72307,118,204,0,0,False,False,en,,Purge Law,twitter
2023-03-05 06:39:49,1632269665815633922,Twitter for iPhone,The so called “purge” law in Illinois…all those smash &amp; grab videos…all scare tactics to do what they’re preparing… https://t.co/t2XILBL57l,,1521572357449691136,2022-05-03 19:28:35,Buffie,Buffielovely,"GenXer….Pop culture…Politics…NFL/CFL Mom…Mother of creatives…Hiphop, Free thinker…Outspoken…love my ppl. 🫦🦸🏽‍♀️👸🏽🥷🏽👩🏽‍🎓🧚🏾‍♂️✊🏽🌬love&acceptance",,False,219,493,423,1,1270,0,4,False,False,en,,Purge Law,twitter
2023-03-05 00:59:29,1632184018304212992,Twitter for Android,"@WehliyeMohamed Where's the ""purge"" if the law is broken and powerful ties of fellow royal kins are severed? The ""i… https://t.co/OSOPqULZt4",1631934220426788865,1612634110639460354,2023-01-10 02:16:04,Scylla,jbsyclla,"Legal consultant: drafting submissions, legal briefs, research, incorporation instruments, court attendance. Man is creature permitted to obtain what he desires",,False,33,53,1374,0,145,0,0,False,False,en,,Purge Law,twitter
2023-03-04 22:10:29,1632141489143955458,Twitter for iPad,"'Germany to purge Nazi words from law books'

Meanwhile they are supporting other Nazis in Ukraine. Good gravy you… https://t.co/qjwexm8LiO",,1000980749154111488,2018-05-28 06:03:02,Bodega,BodegaDawg,,,False,200,22,31666,1,41863,1,0,False,False,en,,Purge Law,twitter
2023-03-04 20:32:27,1632116819170574337,Twitter Web App,"Germany to purge Nazi words from law books
The country’s legal code still refers to the “Reich government” 

Ban th… https://t.co/ofGzYCs8uJ",,903394670935293953,2017-08-31 23:10:48,Max Wells,maxwell18191708,Time is Short...,,False,2133,2696,50405,3,23,0,0,False,False,en,,Purge Law,twitter
2023-03-04 19:06:09,1632095101341118465,Twitter for Android,Germany to purge Nazi words from law books https://t.co/w1IZR9EoTn,,1598787172370419739,2022-12-02 21:12:49,dandan1970,dandan19701,,Ktown,False,8,42,70,0,319,0,0,False,False,en,,Purge Law,twitter
2023-03-04 18:03:47,1632079404594503685,Twitter for Android,"Not NAZI  just
Third Reich Government 

Germany to purge Nazi words from law books https://t.co/PhACor9wbH https://t.co/6AC2uZ49i4",,1431867193973747713,2021-08-29 06:32:30,3julius,3julius2,"anti any war 
Read 1984  watched Idiocracy
Read fake Protocols
Chomsky Quantum Mechanics the Bible
God is amazing.",,False,1279,3558,27724,7,8455,0,0,False,False,en,,Purge Law,twitter
2023-03-04 17:16:38,1632067539080556544,Twitter for iPhone,"Germany to purge Nazi words from law books.

German Justice Minister Marco Buschmann said on Saturday that he will… https://t.co/zzxrJWcdc9",,820723171112448001,2017-01-15 20:03:47,Make Peace Now; alternative news,AlternatNews,Free Thinker. Pro Peace. Anti MSM lies. Anti Imperialism. Anti Globalism. Anti Racism. We sanctioned ourselves. #JCwasright. Drain the Swamp. 🌹💯IFB,"England, United Kingdom",False,74425,77075,25365,145,14561,22,69,False,False,en,,Purge Law,twitter
2023-03-04 07:29:48,1631919859125694471,Twitter for iPhone,"@Jacob_Rees_Mogg There should be an immediate general election to purge parliament of the liars, the law breakers,… https://t.co/IGuqTcjkxV",1631756192484605953,189640313,2010-09-11 20:36:58,Keith Gill,Escape_from_MK,,Bletchley,False,49,436,2132,2,21212,0,0,False,False,en,,Purge Law,twitter
2023-03-04 05:38:33,1631891859810275328,Twitter for iPhone,"Underworld, Outlaws &amp; International Law &amp; Order:

Final decision for those PURGE ZONES! 

For years they blocking m… https://t.co/4ZpRIV6kkW",,1290352640061329409,2020-08-03 18:24:11,The One White Devil,Kingredone111,THE KING RED ONE. THE KING OF 666 THE TOP OF ALL PYRAMID'S. https://t.co/pgxXhjMV7F,,False,14,4,7056,0,111,0,0,False,False,en,,Purge Law,twitter
2023-03-04 05:24:40,1631888367167107073,Twitter for iPhone,"Underworld, Outlaws &amp; International Law &amp; Order:

In those purge zones will be no airports, no access to ships, no… https://t.co/ttJumk4Kj0",,1290352640061329409,2020-08-03 18:24:11,The One White Devil,Kingredone111,THE KING RED ONE. THE KING OF 666 THE TOP OF ALL PYRAMID'S. https://t.co/pgxXhjMV7F,,False,14,4,7056,0,111,0,0,False,False,en,,Purge Law,twitter
2023-03-04 05:19:06,1631886964633763840,Twitter for iPhone,"Underworld, Outlaws &amp; International Law &amp; Order:

In those purge zones no exception for nobody, has absolutely noth… https://t.co/mjZ4ySoRzz",,1290352640061329409,2020-08-03 18:24:11,The One White Devil,Kingredone111,THE KING RED ONE. THE KING OF 666 THE TOP OF ALL PYRAMID'S. https://t.co/pgxXhjMV7F,,False,14,4,7056,0,111,0,0,False,False,en,,Purge Law,twitter
2023-03-04 04:47:24,1631878988996943875,Twitter for iPhone,"Underworld, Outlaws &amp; International Law &amp; Order:

In those purge zones will be no human rights.

I will create even… https://t.co/m9NCVV8vkc",,1290352640061329409,2020-08-03 18:24:11,The One White Devil,Kingredone111,THE KING RED ONE. THE KING OF 666 THE TOP OF ALL PYRAMID'S. https://t.co/pgxXhjMV7F,,False,14,4,7056,0,111,0,0,False,False,en,,Purge Law,twitter
2023-03-04 04:36:49,1631876326222176257,Twitter for iPhone,"Underworld, Outlaws &amp; International Law &amp; Order:

From now on the more I wait, the more zones will enter in purge z… https://t.co/URPQDV7586",,1290352640061329409,2020-08-03 18:24:11,The One White Devil,Kingredone111,THE KING RED ONE. THE KING OF 666 THE TOP OF ALL PYRAMID'S. https://t.co/pgxXhjMV7F,,False,14,4,7056,0,111,0,0,False,False,en,,Purge Law,twitter
2023-03-04 04:33:41,1631875535893585920,Twitter for iPhone,"Underworld, Outlaws &amp; International Law &amp; Order.

Whoever is in those purge zones they’re not allow to run away, th… https://t.co/RplXLmH4uh",,1290352640061329409,2020-08-03 18:24:11,The One White Devil,Kingredone111,THE KING RED ONE. THE KING OF 666 THE TOP OF ALL PYRAMID'S. https://t.co/pgxXhjMV7F,,False,14,4,7056,0,111,0,0,False,False,en,,Purge Law,twitter
2023-03-04 04:09:17,1631869398553186304,Twitter Web App,Someone's mad the left's campaign to purge Christianity from polite society is being opposed. https://t.co/moFTYzAhS8,,921460356,2012-11-02 17:48:31,Varad Mehta,varadmehta,,The good side of the Delaware,False,19942,1847,516691,362,13484,9,44,False,False,en,,Purge Law,twitter
2023-03-04 04:09:08,1631869358287855616,Twitter for iPhone,"Underworld, Outlaws &amp; International Law &amp; Order:

After when your done you may come back to order zones, to heavenl… https://t.co/s6mzWhCFYx",,1290352640061329409,2020-08-03 18:24:11,The One White Devil,Kingredone111,THE KING RED ONE. THE KING OF 666 THE TOP OF ALL PYRAMID'S. https://t.co/pgxXhjMV7F,,False,14,4,7056,0,111,0,0,False,False,en,,Purge Law,twitter
2023-03-04 04:04:13,1631868120586436609,Twitter for iPhone,"Outlaws &amp; International Law &amp; Order:

Cannibalism, vampires, blood suckers, any kind age rapping, bombing, shooting… https://t.co/HozBgOK73c",,1290352640061329409,2020-08-03 18:24:11,The One White Devil,Kingredone111,THE KING RED ONE. THE KING OF 666 THE TOP OF ALL PYRAMID'S. https://t.co/pgxXhjMV7F,,False,14,4,7056,0,111,0,0,False,False,en,,Purge Law,twitter
